trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.9166770956331523, 'e': 0.9962178864711978}",20,0,-55.66206977547003,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
88,False,"{'a': 0.9157608767233256, 'e': 0.9961304980857502}",25,5,-194.4107647045742,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",1
89,False,"{'a': 0.914845573574452, 'e': 0.9960421135698875}",30,0,-153.88040567345575,"{0: 19, 1: 1, 2: 5, 3: 4, 4: 1}",0
90,False,"{'a': 0.9139311852712282, 'e': 0.9959527330119943}",20,0,-100.58577707411719,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
91,False,"{'a': 0.9130177108992658, 'e': 0.9958623565014509}",25,0,-102.79551715647324,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
92,False,"{'a': 0.9121051495450904, 'e': 0.9957709841286342}",25,0,-154.41183337694966,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
93,False,"{'a': 0.9111935002961405, 'e': 0.9956786159849162}",20,0,-17.829924231368,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.910282762240767, 'e': 0.9955852521626654}",25,0,-92.06920542577753,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
95,False,"{'a': 0.9093729344682314, 'e': 0.9954908927552453}",20,0,-1.9951110035311581,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
96,False,"{'a': 0.9084640160687062, 'e': 0.9953955378570153}",20,0,-124.7887358264089,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
97,False,"{'a': 0.9075560061332727, 'e': 0.9952991875633305}",30,0,-213.37943286742095,"{0: 13, 1: 3, 2: 11, 3: 1, 4: 2}",0
98,False,"{'a': 0.9066489037539209, 'e': 0.995201841970541}",30,0,-156.36768649629025,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
99,False,"{'a': 0.9057427080235485, 'e': 0.9951035011759926}",20,0,-84.20004843063005,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
100,False,"{'a': 0.9048374180359596, 'e': 0.9950041652780258}",20,0,-65.72068353699184,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
101,False,"{'a': 0.9039330328858641, 'e': 0.9949038343759766}",20,0,-83.21488864544868,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
102,False,"{'a': 0.9030295516688768, 'e': 0.994802508570176}",25,5,-30.234187885244427,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.9021269734815165, 'e': 0.9947001879619498}",25,0,-94.84537360674304,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
104,False,"{'a': 0.9012252974212048, 'e': 0.9945968726536185}",20,0,-143.88483737404258,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
105,False,"{'a': 0.9003245225862656, 'e': 0.9944925627484974}",25,0,-122.34028189763299,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
106,False,"{'a': 0.899424648075924, 'e': 0.9943872583508965}",25,7,-147.05025840863757,"{0: 8, 1: 0, 2: 6, 3: 3, 4: 1}",1
107,False,"{'a': 0.8985256729903055, 'e': 0.9942809595661201}",30,0,-87.91653252616682,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
108,False,"{'a': 0.8976275964304349, 'e': 0.9941736665004669}",30,0,-143.78425287237403,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
109,False,"{'a': 0.8967304174982355, 'e': 0.9940653792612301}",25,12,-59.44728523328908,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
110,False,"{'a': 0.8958341352965282, 'e': 0.9939560979566968}",30,0,-260.000353790816,"{0: 16, 1: 3, 2: 4, 3: 3, 4: 4}",0
111,False,"{'a': 0.894938748929031, 'e': 0.9938458226961485}",30,0,-141.1698552980461,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
112,False,"{'a': 0.8940442575003572, 'e': 0.9937345535898603}",30,0,-142.0569891667082,"{0: 19, 1: 0, 2: 8, 3: 2, 4: 1}",0
113,False,"{'a': 0.8931506601160155, 'e': 0.9936222907491012}",30,0,-108.71293499530435,"{0: 18, 1: 7, 2: 3, 3: 1, 4: 1}",0
114,False,"{'a': 0.8922579558824083, 'e': 0.9935090342861342}",25,0,-127.12094151723176,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
115,False,"{'a': 0.8913661439068313, 'e': 0.9933947843142158}",20,0,-40.17117407648312,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
116,False,"{'a': 0.8904752232974726, 'e': 0.9932795409475959}",30,0,-172.25839446174064,"{0: 18, 1: 4, 2: 3, 3: 3, 4: 2}",0
117,False,"{'a': 0.8895851931634113, 'e': 0.9931633043015177}",20,0,-108.06635681876357,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
118,False,"{'a': 0.8886960526146174, 'e': 0.993046074492218}",25,0,-148.60724451123642,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
119,False,"{'a': 0.8878078007619501, 'e': 0.9929278516369265}",25,0,-73.98866949842103,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
120,False,"{'a': 0.8869204367171575, 'e': 0.9928086358538663}",25,0,-20.779271291373874,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
121,False,"{'a': 0.8860339595928756, 'e': 0.9926884272622528}",25,0,-133.01319410387177,"{0: 11, 1: 5, 2: 6, 3: 3, 4: 0}",0
122,False,"{'a': 0.8851483685026271, 'e': 0.9925672259822949}",20,0,-119.04103956456119,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
123,False,"{'a': 0.8842636625608209, 'e': 0.9924450321351935}",20,0,-104.97094978078506,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
124,False,"{'a': 0.8833798408827509, 'e': 0.9923218458431429}",20,0,-113.10401782006458,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
125,False,"{'a': 0.8824969025845955, 'e': 0.992197667229329}",25,14,-63.58866440656738,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
126,False,"{'a': 0.8816148467834161, 'e': 0.9920724964179307}",30,0,-169.69757956338748,"{0: 15, 1: 3, 2: 9, 3: 2, 4: 1}",0
127,False,"{'a': 0.880733672597157, 'e': 0.9919463335341185}",30,0,-134.96496685386614,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
128,False,"{'a': 0.8798533791446438, 'e': 0.9918191787040556}",20,0,-83.50163060493907,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
129,False,"{'a': 0.8789739655455832, 'e': 0.9916910320548965}",20,0,-126.26598826703791,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
130,False,"{'a': 0.8780954309205613, 'e': 0.9915618937147881}",25,0,-111.94817939305959,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
131,False,"{'a': 0.8772177743910435, 'e': 0.9914317638128685}",25,0,-108.53914287708365,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
132,False,"{'a': 0.8763409950793732, 'e': 0.9913006424792677}",20,0,-110.11599112250951,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
133,False,"{'a': 0.8754650921087711, 'e': 0.9911685298451072}",25,0,-122.96662539644466,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
134,False,"{'a': 0.874590064603334, 'e': 0.9910354260424993}",20,3,4.183116481642726,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.8737159116880344, 'e': 0.9909013312045479}",20,0,-132.26198062844065,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
136,False,"{'a': 0.8728426324887193, 'e': 0.990766245465348}",20,0,-203.97771943418013,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
137,False,"{'a': 0.8719702261321094, 'e': 0.9906301689599851}",25,0,-129.2775855553912,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
138,False,"{'a': 0.8710986917457983, 'e': 0.9904931018245359}",20,0,-52.32379080103958,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
139,False,"{'a': 0.8702280284582515, 'e': 0.9903550441960673}",25,0,-88.99028009704432,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
140,False,"{'a': 0.8693582353988059, 'e': 0.9902159962126371}",30,0,-157.47941127356262,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
141,False,"{'a': 0.8684893116976679, 'e': 0.9900759580132933}",25,0,-124.01061661277362,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
142,False,"{'a': 0.867621256485914, 'e': 0.9899349297380738}",25,0,-135.42476133761193,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
143,False,"{'a': 0.866754068895489, 'e': 0.9897929115280072}",30,0,-86.3594384206631,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.865887748059205, 'e': 0.9896499035251115}",25,0,-149.9313807054319,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
145,False,"{'a': 0.8650222931107413, 'e': 0.9895059058723947}",20,0,-83.61613942086409,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
146,False,"{'a': 0.8641577031846428, 'e': 0.9893609187138546}",30,0,-137.09391569529566,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
147,False,"{'a': 0.8632939774163194, 'e': 0.9892149421944781}",25,0,-97.61317197566237,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
148,False,"{'a': 0.8624311149420455, 'e': 0.989067976460242}",20,0,-120.9902595348054,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
149,False,"{'a': 0.8615691148989583, 'e': 0.9889200216581118}",20,0,0.37750364879743425,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.8607079764250578, 'e': 0.9887710779360422}",25,0,-117.34074366525789,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
151,False,"{'a': 0.8598476986592055, 'e': 0.9886211454429773}",30,0,-118.99309198534824,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
152,False,"{'a': 0.8589882807411235, 'e': 0.9884702243288492}",20,0,-127.23857750180989,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
153,False,"{'a': 0.8581297218113938, 'e': 0.9883183147445792}",25,0,-126.893132187028,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
154,False,"{'a': 0.8572720210114575, 'e': 0.9881654168420767}",20,0,-79.11754332288416,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
155,False,"{'a': 0.8564151774836135, 'e': 0.9880115307742399}",20,0,-196.766463306993,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
156,False,"{'a': 0.8555591903710185, 'e': 0.9878566566949545}",20,0,-102.69021490374236,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
157,False,"{'a': 0.8547040588176851, 'e': 0.9877007947590948}",30,2,-177.58111106221105,"{0: 14, 1: 0, 2: 10, 3: 3, 4: 1}",1
158,False,"{'a': 0.8538497819684817, 'e': 0.9875439451225226}",30,0,-170.0728261419171,"{0: 15, 1: 3, 2: 9, 3: 2, 4: 1}",0
159,False,"{'a': 0.8529963589691315, 'e': 0.9873861079420876}",25,0,-129.14774448389403,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
160,False,"{'a': 0.8521437889662113, 'e': 0.9872272833756269}",20,0,-27.851609416386836,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
161,False,"{'a': 0.8512920711071511, 'e': 0.9870674715819652}",25,0,-237.6584868099919,"{0: 12, 1: 3, 2: 4, 3: 2, 4: 4}",0
162,False,"{'a': 0.850441204540233, 'e': 0.986906672720914}",20,0,-94.01074842765664,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
163,False,"{'a': 0.8495911884145902, 'e': 0.9867448869532726}",20,0,-135.5890617040088,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
164,False,"{'a': 0.8487420218802068, 'e': 0.9865821144408262}",20,0,-136.4939439584453,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
165,False,"{'a': 0.8478937040879159, 'e': 0.9864183553463477}",20,0,-159.4568830652916,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
166,False,"{'a': 0.8470462341893996, 'e': 0.986253609833596}",20,0,-68.44578833211543,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.8461996113371882, 'e': 0.9860878780673167}",25,0,-110.15610146740393,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
168,False,"{'a': 0.8453538346846587, 'e': 0.9859211602132415}",20,0,-106.71223005674045,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
169,False,"{'a': 0.8445089033860343, 'e': 0.9857534564380882}",30,0,-191.33907018860535,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
170,False,"{'a': 0.8436648165963837, 'e': 0.9855847669095608}",20,0,-145.5665698501478,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
171,False,"{'a': 0.8428215734716199, 'e': 0.9854150917963483}",20,0,-115.5778190210073,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
172,False,"{'a': 0.8419791731684999, 'e': 0.9852444312681263}",20,0,-93.28198482852848,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.8411376148446232, 'e': 0.9850727854955552}",25,3,-169.79097575065464,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 3}",1
174,False,"{'a': 0.8402968976584314, 'e': 0.9849001546502806}",20,0,-95.30188439365502,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
175,False,"{'a': 0.8394570207692074, 'e': 0.9847265389049334}",20,0,-92.45169725340365,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
176,False,"{'a': 0.838617983337074, 'e': 0.9845519384331295}",20,0,-74.65231997615449,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
177,False,"{'a': 0.8377797845229938, 'e': 0.984376353409469}",20,0,-93.94593682883757,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
178,False,"{'a': 0.8369424234887681, 'e': 0.9841997840095373}",20,0,-89.34693029663606,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
179,False,"{'a': 0.8361058993970355, 'e': 0.9840222304099036}",35,0,-121.67887489648558,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
180,False,"{'a': 0.835270211411272, 'e': 0.9838436927881214}",20,5,-113.24256738747178,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 2}",1
181,False,"{'a': 0.8344353586957896, 'e': 0.9836641713227284}",20,2,-40.28552309723939,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.9834836661932461}",25,15,-55.20030309409638,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
183,False,"{'a': 0.832768155737091, 'e': 0.9833021775801796}",25,0,-108.91624048209017,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
184,False,"{'a': 0.8319358038266718, 'e': 0.9831197056650174}",20,0,-144.3812575661789,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
185,False,"{'a': 0.8311042838521256, 'e': 0.9829362506302315}",25,0,-146.9783216880929,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
186,False,"{'a': 0.8302735949819328, 'e': 0.9827518126592768}",30,0,-226.60588644252533,"{0: 16, 1: 1, 2: 8, 3: 2, 4: 3}",0
187,False,"{'a': 0.8294437363854039, 'e': 0.9825663919365915}",20,0,-97.70149663288088,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
188,False,"{'a': 0.8286147072326806, 'e': 0.9823799886475959}",20,2,-113.41170192284928,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 1}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.9821926029786937}",25,0,-130.82785454355968,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
190,False,"{'a': 0.8269591339433623, 'e': 0.9820042351172703}",20,0,-94.48864404725553,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
191,False,"{'a': 0.8261325881511938, 'e': 0.9818148852516937}",25,0,-178.41882770910658,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
192,False,"{'a': 0.8253068684916823, 'e': 0.9816245535713135}",20,0,-129.3346107691834,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
193,False,"{'a': 0.8244819741391082, 'e': 0.9814332402664617}",30,0,-245.76700441976854,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 5}",0
194,False,"{'a': 0.8236579042685769, 'e': 0.9812409455284513}",30,6,-26.10063392124868,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.9810476695495772}",20,0,-39.539232637439724,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
196,False,"{'a': 0.8220122346781865, 'e': 0.9808534125231153}",20,2,-93.31161820667631,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
197,False,"{'a': 0.821190633312658, 'e': 0.9806581746433226}",20,0,-64.66151474468431,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
198,False,"{'a': 0.8203698531378311, 'e': 0.9804619561054371}",20,0,-22.927251533991615,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.8195498933329256, 'e': 0.9802647571056771}",20,0,-81.50098091229555,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
200,False,"{'a': 0.8187307530779818, 'e': 0.9800665778412416}",25,0,-128.5963380346775,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
201,False,"{'a': 0.8179124315538594, 'e': 0.97986741851031}",30,3,-219.0572273683551,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 3}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.9796672793120416}",20,0,-187.34250659090952,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
203,False,"{'a': 0.8162782414256099, 'e': 0.9794661604465754}",30,0,-192.23764300609187,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
204,False,"{'a': 0.8154623711872927, 'e': 0.9792640621150305}",20,0,-85.30071880814309,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
205,False,"{'a': 0.8146473164114145, 'e': 0.9790609845195051}",25,0,-99.92335642069271,"{0: 15, 1: 0, 2: 8, 3: 2, 4: 0}",0
206,False,"{'a': 0.8138330762829207, 'e': 0.9788569278630767}",30,0,-270.88481049227147,"{0: 15, 1: 3, 2: 5, 3: 3, 4: 4}",0
207,False,"{'a': 0.813019649987571, 'e': 0.978651892349802}",30,0,-97.39408582726585,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
208,False,"{'a': 0.8122070367119391, 'e': 0.9784458781847165}",20,3,-76.07438829915093,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.9782388855738344}",20,0,-146.13626163221042,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.9780309147241483}",20,0,-86.91207918979177,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
211,False,"{'a': 0.8097740668812763, 'e': 0.9778219658436289}",20,0,-113.93899713791966,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
212,False,"{'a': 0.8089646975664999, 'e': 0.9776120391412251}",25,0,-175.23332408938668,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
213,False,"{'a': 0.8081561372164884, 'e': 0.9774011348268636}",25,12,-72.67155960654586,"{0: 6, 1: 2, 2: 3, 3: 2, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.9771892531114489}",25,0,-110.08727851566776,"{0: 11, 1: 4, 2: 9, 3: 1, 4: 0}",0
215,False,"{'a': 0.8065414401773269, 'e': 0.9769763942068623}",20,0,-132.1811949220524,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
216,False,"{'a': 0.8057353018734796, 'e': 0.9767625583259631}",25,0,-92.78898440311508,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
217,False,"{'a': 0.8049299693050015, 'e': 0.976547745682587}",20,0,-140.43907870683614,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
218,False,"{'a': 0.8041254416665596, 'e': 0.9763319564915464}",20,1,-56.589485293374864,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.9761151909686308}",25,0,-126.1567463655526,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
220,False,"{'a': 0.8025187979624785, 'e': 0.9758974493306055}",20,0,-159.68032050335768,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
221,False,"{'a': 0.8017166802901953, 'e': 0.9756787317952123}",25,0,-61.189930532426835,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
222,False,"{'a': 0.8009153643346592, 'e': 0.9754590385811684}",25,0,-107.25527259971054,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
223,False,"{'a': 0.8001148492945541, 'e': 0.9752383699081674}",20,0,-122.79674983321244,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
224,False,"{'a': 0.7993151343693651, 'e': 0.9750167259968777}",20,0,-101.78291604198508,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
225,False,"{'a': 0.7985162187593771, 'e': 0.9747941070689433}",25,0,-147.86277632999617,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
226,False,"{'a': 0.7977181016656743, 'e': 0.974570513346983}",20,0,-103.52347142379645,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
227,False,"{'a': 0.7969207822901396, 'e': 0.9743459450545906}",20,13,1.4655322585155302,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.9741204024163344}",25,0,-84.99174100693396,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.795328533505094, 'e': 0.9738938856577568}",25,0,-47.1079809000182,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
230,False,"{'a': 0.794533602503334, 'e': 0.9736663950053749}",20,0,-81.84831347005196,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
231,False,"{'a': 0.7937394660352428, 'e': 0.9734379306866789}",25,0,-144.56373196132148,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
232,False,"{'a': 0.7929461233066837, 'e': 0.9732084929301336}",25,0,-101.86718839675142,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
233,False,"{'a': 0.792153573524314, 'e': 0.9729780819651762}",20,0,-43.54937049347031,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
234,False,"{'a': 0.7913618158955839, 'e': 0.9727466980222181}",35,0,-115.32703105811595,"{0: 24, 1: 3, 2: 5, 3: 2, 4: 1}",0
235,False,"{'a': 0.7905708496287356, 'e': 0.972514341332643}",30,0,-140.88161486224496,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
236,False,"{'a': 0.7897806739328027, 'e': 0.9722810121288076}",20,0,-85.42478125653348,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
237,False,"{'a': 0.7889912880176096, 'e': 0.9720467106440411}",20,0,-89.52166089304187,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
238,False,"{'a': 0.7882026910937704, 'e': 0.971811437112645}",25,0,-167.24979047885398,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
239,False,"{'a': 0.787414882372688, 'e': 0.9715751917698927}",20,0,-170.12950028301435,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
240,False,"{'a': 0.7866278610665535, 'e': 0.9713379748520296}",25,0,-117.71671657589964,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
241,False,"{'a': 0.7858416263883455, 'e': 0.9710997865962726}",20,0,-128.0861021904306,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
242,False,"{'a': 0.7850561775518295, 'e': 0.97086062724081}",30,0,-84.77506229127621,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
243,False,"{'a': 0.7842715137715565, 'e': 0.970620497024801}",25,0,-71.55855146981301,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
244,False,"{'a': 0.7834876342628626, 'e': 0.9703793961883759}",30,0,-197.5650635991357,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
245,False,"{'a': 0.7827045382418681, 'e': 0.9701373249726354}",30,0,-81.76520339184383,"{0: 21, 1: 0, 2: 7, 3: 2, 4: 0}",0
246,False,"{'a': 0.7819222249254772, 'e': 0.9698942836196508}",25,20,8.151618730622875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7811406935313765, 'e': 0.9696502723724634}",25,0,-216.1877174384749,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
248,False,"{'a': 0.7803599432780343, 'e': 0.9694052914750845}",20,0,-72.29865480160115,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.7795799733847004, 'e': 0.9691593411724948}",30,0,-39.47845364802884,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.7788007830714049, 'e': 0.9689124217106447}",30,0,-138.78611556943295,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
251,False,"{'a': 0.7780223715589574, 'e': 0.9686645333364537}",20,0,-38.36021457165817,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
252,False,"{'a': 0.7772447380689461, 'e': 0.9684156762978101}",30,0,-140.0623486169171,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
253,False,"{'a': 0.7764678818237378, 'e': 0.9681658508435709}",25,0,-167.94769984190194,"{0: 12, 1: 0, 2: 10, 3: 2, 4: 1}",0
254,False,"{'a': 0.775691802046476, 'e': 0.9679150572235615}",20,0,-21.669750611388643,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
255,False,"{'a': 0.774916497961081, 'e': 0.9676632956885756}",25,0,-185.4316738963159,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
256,False,"{'a': 0.7741419687922484, 'e': 0.9674105664903746}",20,0,-81.06095503570616,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
257,False,"{'a': 0.7733682137654491, 'e': 0.9671568698816877}",20,2,-82.63968559852759,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 1}",1
258,False,"{'a': 0.772595232106928, 'e': 0.9669022061162116}",30,0,-168.1341110678022,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
